H_L0.1_weight,H_L0.01_weight,H_L0.01_mean,H_L0.01_variance,HH_L3_covariance,HH_L3_pcc,HH_L1_std,HH_L1_radius,HH_L1_covariance,HH_L1_pcc,HH_L0.1_std,HH_L0.1_radius,HH_L0.1_covariance,HH_L0.1_pcc,HH_L0.01_std,HH_L0.01_radius,HH_L0.01_covariance,HH_L0.01_pcc,HH_jit_L3_variance,HH_jit_L1_variance,HH_jit_L0.1_weight,HH_jit_L0.1_variance,HH_jit_L0.01_weight,HH_jit_L0.01_mean,HH_jit_L0.01_variance,HpHp_L1_pcc,HpHp_L0.1_radius,HpHp_L0.1_pcc,HpHp_L0.01_weight,HpHp_L0.01_std,HpHp_L0.01_magnitude,HpHp_L0.01_radius,HpHp_L0.01_covariance,HpHp_L0.01_pcc,type
0.71824956,0.9548734,0.2443818,0.12144861,0.38159412,0.46982324,0.025637679,0.00048968114,0.34851477,0.4641461,0.01130563,0.00010873581,0.38961926,0.4486558,0.0071974946,4.98E-05,0.43765217,0.46403483,6.86E-22,2.87E-22,0.57919645,2.53E-15,0.84882087,1.75E-06,6.87E-06,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4
0.7212331,0.974383,0.24390882,0.12165866,0.38159412,0.46982324,0.0010793381,8.68E-07,0.34851477,0.4641461,0.0082246885,5.75E-05,0.38961926,0.4486558,0.006976732,4.68E-05,0.43765217,0.46403483,7.28E-22,3.07E-22,0.5793628,8.67E-17,0.864482,1.22E-06,4.82E-06,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4
0.71717805,0.9609338,0.24483854,0.12124351,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.982665,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,4
0.71277386,0.49520007,0.24263202,0.12221813,0.38159412,0.46982324,2.49E-08,4.63E-16,0.34851477,0.4641461,0.0025318882,5.45E-06,0.38961926,0.4486558,0.005760491,3.19E-05,0.43765217,0.46403483,5.93E-22,4.16E-22,0.57229024,1.23E-06,0.43703085,2.50E-05,9.85E-05,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4
0.36173192,0.30020794,0.18284304,0.134236,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.982667,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,5
0.22407387,0.25766236,7.47E-05,3.80E-06,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.982663,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,2
0.7103031,0.47146297,0.24976733,0.12767164,0.38159412,0.46982324,4.59E-08,1.57E-15,0.34851477,0.4641461,0.0029729593,7.52E-06,0.38961926,0.4486558,0.0061145485,3.59E-05,0.43765217,0.46403483,2.39E-22,1.76E-22,0.5744656,1.74E-06,0.4181619,2.71E-05,0.00010666502,0.43570697,0,0.4486267,0,0,0.35886526,0,0.58125275,0.47003502,1
0.0004980329,0.0005203784,0.02041116,0.020192029,0.38159412,0.46982324,0,0,0.34851477,0.4641461,1.41E-09,1.68E-18,0.38961926,0.4486558,9.93E-10,9.50E-19,0.43765217,0.46403483,1.16E-17,1.72E-15,0.0004726719,7.94E-15,0.00013379692,2.22E-08,8.41E-15,0.43570697,1.81E-18,0.4486267,0.00046387382,0,2.08E-17,0,0.58125275,0.47003502,0
0.36157483,0.32673538,0.18348888,0.13425365,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.982667,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,5
0.3490108,0.41841972,0.1826521,0.13423048,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.9826671,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,5
0.00069340254,0.00070658704,0.013705415,0.0025535272,0.38159412,0.4698232,0.0029994738,0.0026197624,0.34851426,0.46294397,0.009425609,0.0032418668,0.38955668,0.40459344,0.079840645,0.019218624,0.43777338,0.46572113,5.36E-22,8.30E-19,0.0002724053,1.69E-16,0.00025702707,7.58E-09,3.19E-16,0.43570697,1.81E-18,0.4486267,0.00040926854,1.72E-09,0.017626109,3.01E-18,0.58125275,0.47003502,0
0.0012048659,0.0015217974,0.008344989,0.0008774393,0.38159412,0.46982324,1.39E-09,1.44E-18,0.34851477,0.4641461,9.93E-10,2.66E-18,0.38961926,0.4486558,3.45E-09,2.38E-16,0.43765217,0.46403483,0,1.17E-28,1.13E-05,1.30E-18,8.13E-05,2.19E-08,9.05E-17,0.43570697,2.87E-18,0.4486267,0.00028180252,1.40E-09,0.017626109,3.42E-18,0.58125275,0.47003502,0
0.7030657,0.26119757,0.007067744,9.61E-05,0.38159412,0.46982324,0.0002573958,4.94E-08,0.34851477,0.4641461,0.0002911509,7.21E-08,0.38961926,0.4486558,0.00026037515,6.51E-08,0.43765217,0.46403483,7.49E-23,4.69E-15,0.5896302,5.45E-05,0.23673718,6.78E-05,0.0002665245,0.43570697,0,0.4486267,0,0,0.009929078,0,0.58125275,0.47003502,3
0.33284166,0.46373314,0.005904336,0.000106826286,0.38159412,0.46982324,3.88E-06,1.12E-11,0.34851477,0.4641461,0.00072719285,4.50E-07,0.38961926,0.4486558,0.0008014047,6.17E-07,0.43765217,0.46403483,1.45E-20,1.63E-20,0.22305642,2.33E-11,0.3496545,9.60E-06,3.78E-05,0.43570697,0,0.4486267,0,0,0.009929078,0,0.58125275,0.47003502,3
0.74371964,0.4555542,0.0070908675,9.56E-05,0.38159412,0.46982324,0.00043728837,1.42E-07,0.34851477,0.4641461,0.00039077012,1.30E-07,0.38961926,0.4486558,0.0002696078,6.99E-08,0.43765217,0.46403483,7.01E-23,1.05E-22,0.6285471,3.13E-06,0.41433874,2.93E-05,0.00011519427,0.43570697,0,0.4486267,0,0,0.009929078,0,0.58125275,0.47003502,3
0.7094775,0.58037585,0.2497919,0.12765849,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.98266613,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,1
0.4038378,0.38043377,0.0058256323,0.0001072297,0.38159412,0.46982324,3.94E-07,1.16E-13,0.34851477,0.4641461,0.0003893053,1.29E-07,0.38961926,0.4486558,0.0006609308,4.20E-07,0.43765217,0.46403483,6.70E-22,1.33E-21,0.31845737,2.73E-08,0.2827704,2.49E-05,9.81E-05,0.43570697,0,0.4486267,0,0,0.009929078,0,0.58125275,0.47003502,3
0.001035834,0.0014997192,0.008223382,0.00091706484,0.38159412,0.46982294,9.62E-05,1.37E-06,0.34851477,0.45646688,0.023824515,0.0005318917,0.38966727,0.49961516,0.030772774,0.0010281616,0.43783408,0.5045418,2.65E-17,2.64E-17,0.0010976446,1.68E-17,0.0015916374,8.63E-10,6.43E-17,0.43570697,2.00E-05,0.4486267,0.0013665288,0.0039909286,0.044447295,0.00011681134,0.58125263,0.46963403,0
0.7117839,0.96140003,0.24444449,0.12142028,0.38159412,0.46982324,4.96E-05,1.83E-09,0.34851477,0.4641461,0.006057813,3.12E-05,0.38961926,0.4486558,0.0067364313,4.36E-05,0.43765217,0.46403483,1.23E-21,9.75E-22,0.575991,7.26E-16,0.8548307,1.53E-06,6.02E-06,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4
0.40857512,0.29924884,0.21471116,0.13124588,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.9826648,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,4
0.21824127,0.29840493,7.44E-05,3.74E-06,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.9826631,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,2
0.22363141,0.24908996,7.53E-05,3.83E-06,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.982663,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,2
0.7090481,0.79867727,0.25057063,0.1273043,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.9826662,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,1
0.35645396,0.29262128,0.1840355,0.13426457,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.982667,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,5
0.6304334,0.19649401,0.24848218,0.1282483,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.9826661,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,1
0.45323938,0.54833186,0.2139296,0.13141488,0.38159412,0.46982324,0.00025125095,4.70E-08,0.34851477,0.4641461,0.009940063,8.41E-05,0.38961926,0.4486558,0.013342958,0.00017108476,0.43765217,0.46403483,1.09E-21,8.72E-22,0.33375284,3.37E-12,0.426729,6.75E-06,2.66E-05,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4
0.00028357908,0.0004975145,0.015951088,0.007128628,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,3.35E-08,1.25E-20,1.61E-05,7.97E-08,1.92E-17,0.43570697,0,0.4486267,5.59E-05,0,2.08E-17,0,0.58125275,0.47003502,0
0.41651604,0.603216,0.21328612,0.13154736,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.98266506,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,4
0.0010410532,0.0015615318,0.016799241,0.024525257,0.38159412,0.4698233,0.04770612,0.0016962438,0.3485169,0.46655664,0.051682867,0.002346708,0.3895835,0.437855,0.17541526,0.03305751,0.43908662,0.47411877,1.69E-20,1.83E-18,0.0009234638,6.34E-18,0.0016521532,8.03E-10,6.61E-18,0.43570697,0.0038117983,0.437436,0.0014360703,0.063900314,0.047469318,0.004097043,0.5808949,0.43927556,0
0.3836132,0.32937628,0.21055056,0.13944738,0.38159412,0.46982324,0.00046563696,1.62E-07,0.34851477,0.4641461,0.022866458,0.00044481648,0.38961926,0.4486558,0.02753456,0.00072855665,0.43765217,0.46403483,1.47E-21,2.15E-21,0.2633186,1.73E-07,0.2465469,3.38E-05,0.00013285741,0.43570697,0,0.4486267,0,0,0.35886526,0,0.58125275,0.47003502,1
0.42353973,0.59664893,0.21368763,0.13146588,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.982665,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,4
0.0011776561,0.0015946307,0.007889532,0.00074918615,0.38159412,0.46982324,0.00019124648,4.27E-05,0.34851477,0.46403646,0.024872856,0.0007928585,0.38962078,0.44960183,0.03024852,0.0011163029,0.43789822,0.5105329,1.05E-17,1.03E-17,0.0010880276,6.82E-18,0.0016650894,7.93E-10,6.22E-18,0.43570697,0.00047349682,0.44734854,0.0014859913,0.003523273,0.039184637,0.0005210028,0.5812524,0.46926075,0
0.3615281,0.39112753,0.18358652,0.13425379,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.9826671,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,5
0.71259224,0.74776995,0.24988413,0.12761797,0.38159412,0.46982324,2.49E-08,4.63E-16,0.34851477,0.4641461,0.002462271,5.16E-06,0.38961926,0.4486558,0.00584642,3.28E-05,0.43765217,0.46403483,4.14E-22,2.05E-22,0.57468647,1.32E-09,0.6635403,8.33E-06,3.28E-05,0.43570697,0,0.4486267,0,0,0.35886526,0,0.58125275,0.47003502,1
0.74233735,0.88530046,0.0072881724,9.28E-05,0.38159412,0.46982324,8.03E-07,4.80E-13,0.34851477,0.4641461,0.00015575488,2.06E-08,0.38961926,0.4486558,0.00024198856,5.63E-08,0.43765217,0.46403483,1.52E-23,1.64E-23,0.7388969,6.03E-12,0.8276374,4.00E-06,1.57E-05,0.43570697,0,0.4486267,0,0,0.009929078,0,0.58125275,0.47003502,3
0.36469075,0.42796966,0.0060213124,0.00010618972,0.38159412,0.46982324,1.54E-06,1.76E-12,0.34851477,0.4641461,0.0006207878,3.28E-07,0.38961926,0.4486558,0.0007359166,5.20E-07,0.43765217,0.46403483,3.24E-21,4.70E-21,0.30411074,8.28E-10,0.3291303,1.50E-05,5.92E-05,0.43570697,0,0.4486267,0,0,0.009929078,0,0.58125275,0.47003502,3
0.48029894,0.38150424,0.21306254,0.13159165,0.38159412,0.46982324,0.0011716048,1.02E-06,0.34851477,0.4641461,0.012666337,0.00013648506,0.38961926,0.4486558,0.014231691,0.00019463463,0.43765217,0.46403483,5.53E-22,5.98E-22,0.3380839,2.95E-07,0.29570243,3.04E-05,0.000119771445,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4
0.39128056,0.47616097,0.0060346653,0.000106139596,0.38159412,0.46982324,0.00034185234,8.71E-08,0.34851477,0.4641461,0.00080264953,5.48E-07,0.38961926,0.4486558,0.000810958,6.32E-07,0.43765217,0.46403483,1.87E-21,2.90E-21,0.30783233,1.08E-11,0.36708894,8.75E-06,3.44E-05,0.43570697,0,0.4486267,0,0,0.009929078,0,0.58125275,0.47003502,3
0.7126055,0.9894648,0.24412265,0.12156398,0.38159412,0.46982324,0.00094310066,6.63E-07,0.34851477,0.4641461,0.008306396,5.87E-05,0.38961926,0.4486558,0.007262817,5.07E-05,0.43765217,0.46403483,1.80E-22,2.12E-22,0.58289075,1.08E-18,0.8786395,7.77E-07,3.06E-06,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4
0.25362837,0.3362811,1.48E-05,1.51E-06,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.98266304,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,2
0.40367666,0.5242326,0.21289624,0.13162768,0.38159412,0.46982324,0.001547678,1.78E-06,0.34851477,0.4641461,0.013190931,0.0001480246,0.38961926,0.4486558,0.014098604,0.00019101141,0.43765217,0.46403483,6.34E-21,4.44E-21,0.28659973,3.12E-11,0.40601698,8.73E-06,3.43E-05,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4
0.44696817,0.26995745,0.21521896,0.13113649,0.38159412,0.46982324,3.74E-05,1.04E-09,0.34851477,0.4641461,0.011451945,0.00011156848,0.38961926,0.4486558,0.014248159,0.00019508532,0.43765217,0.46403483,3.29E-21,3.34E-21,0.32206857,8.66E-06,0.21136127,5.94E-05,0.00023380142,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4
0.2312073,0.31285125,7.46E-05,3.64E-06,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.98266315,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,2
0.5656621,0.82530385,0.0070968173,9.56E-05,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.98266566,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,3
0.4756001,0.50044435,0.21306269,0.13159467,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.9826649,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,4
0.7073321,0.40437442,0.24403302,0.12160297,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.98266476,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,4
0.71509534,0.8629018,0.0070819636,9.58E-05,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.98266566,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,3
0.708372,0.86558765,0.24435577,0.12145955,0.38159412,0.46982324,0.001178858,1.04E-06,0.34851477,0.4641461,0.008320098,5.89E-05,0.38961926,0.4486558,0.0069822064,4.68E-05,0.43765217,0.46403483,8.08E-23,1.29E-22,0.58323425,5.91E-12,0.7693629,4.19E-06,1.65E-05,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4
0.0011547254,0.0016459951,0.007641227,0.00068064657,0.38159412,0.46982324,1.39E-09,1.44E-18,0.34851477,0.4641461,1.41E-09,1.89E-18,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,3.79E-23,4.79E-05,2.55E-17,0.00014300307,1.31E-08,1.83E-16,0.43570697,2.03E-18,0.4486267,0.00049579144,0,0.017626109,0,0.58125275,0.47003502,0
0.43454,0.53057617,0.21337885,0.13152881,0.38159412,0.46982324,0.00033387527,8.30E-08,0.34851477,0.4641461,0.011113315,0.00010506796,0.38961926,0.4486558,0.013824688,0.00018366135,0.43765217,0.46403483,6.28E-22,1.05E-21,0.3145791,2.21E-11,0.41185594,8.39E-06,3.30E-05,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4
0.3227156,0.17686194,0.00536429,0.00010827332,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.98266554,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,3
0.71913177,0.8255352,0.24378942,0.12171161,0.38159412,0.46982324,0.00026928957,5.40E-08,0.34851477,0.4641461,0.0071214344,4.31E-05,0.38961926,0.4486558,0.0068075336,4.45E-05,0.43765217,0.46403483,9.86E-22,4.37E-22,0.58273154,6.29E-11,0.73206013,5.58E-06,2.19E-05,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4
0.22693758,0.31632206,7.33E-05,3.72E-06,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.9826632,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,2
0.7225298,0.7339245,0.24345034,0.12186089,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.9826649,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,4
0.0008085759,0.0015383295,0.00880005,0.0018735847,0.38159412,0.4724991,0.0023458106,1.51E-05,0.34851518,0.4824466,0.035113383,0.0012464732,0.38984996,0.5442733,0.04226351,0.017951142,0.4381413,0.47701368,1.40E-17,2.66E-17,0.0008100041,2.71E-17,0.0015841171,0.0002459261,0.0009660272,0.43570697,0.00029950828,0.44856545,0.001387045,0.016281653,0.04321156,0.016553953,0.5812719,0.47168276,0
0.22071204,0.29123688,7.33E-05,3.64E-06,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.98266304,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,2
0.2544491,0.32377312,1.56E-05,1.57E-06,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.98266304,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,2
0.25583985,0.24597579,1.68E-05,1.70E-06,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.9826629,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,2
0.711196,0.7168469,0.2500629,0.12753625,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.98266613,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,1
0.71628666,0.5625311,0.24300587,0.12205576,0.38159412,0.46982324,5.82E-05,2.53E-09,0.34851477,0.4641461,0.0060877753,3.15E-05,0.38961926,0.4486558,0.006759389,4.39E-05,0.43765217,0.46403483,1.11E-22,1.23E-22,0.5799521,3.02E-07,0.49723038,1.92E-05,7.54E-05,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4
0.344435,0.44545382,0.20385945,0.14027615,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.9826662,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,1
0.35569927,0.2948329,0.1835516,0.13425526,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.982667,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,5
0.7137141,0.59324193,0.24969798,0.12770145,0.38159412,0.46982324,2.52E-06,4.74E-12,0.34851477,0.4641461,0.0045319065,1.75E-05,0.38961926,0.4486558,0.0064734677,4.03E-05,0.43765217,0.46403483,2.15E-22,1.44E-22,0.57546663,1.35E-07,0.5260307,1.67E-05,6.56E-05,0.43570697,0,0.4486267,0,0,0.35886526,0,0.58125275,0.47003502,1
0.20590256,0.29147252,7.60E-05,3.73E-06,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.98266304,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,2
0.4404956,0.5692197,0.21362668,0.13147686,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.98266494,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,4
