H_L0.1_weight,H_L0.01_weight,H_L0.01_mean,H_L0.01_variance,HH_L3_covariance,HH_L3_pcc,HH_L1_std,HH_L1_radius,HH_L1_covariance,HH_L1_pcc,HH_L0.1_std,HH_L0.1_radius,HH_L0.1_covariance,HH_L0.1_pcc,HH_L0.01_std,HH_L0.01_radius,HH_L0.01_covariance,HH_L0.01_pcc,HH_jit_L3_variance,HH_jit_L1_variance,HH_jit_L0.1_weight,HH_jit_L0.1_variance,HH_jit_L0.01_weight,HH_jit_L0.01_mean,HH_jit_L0.01_variance,HpHp_L1_pcc,HpHp_L0.1_radius,HpHp_L0.1_pcc,HpHp_L0.01_weight,HpHp_L0.01_std,HpHp_L0.01_magnitude,HpHp_L0.01_radius,HpHp_L0.01_covariance,HpHp_L0.01_pcc,type,client_id
0.005292949,0.0034085952,0.052511472,0.08114119,0.33972242,0.38360608,0.34638888,0.2938947,0.30389026,0.37296423,0.3536482,0.33219257,0.35713464,0.38681588,0.35054472,0.29209632,0.41592908,0.4460607,2.08E-17,2.20E-17,0.004424054,2.83E-17,0.002791975,3.69E-10,5.90E-17,0.43570697,0,0.4486267,0,0,0.009929078,0,0.58125275,0.47003502,0,0
0.4716796,0.46612233,0.0060215537,0.00010618631,0.38159412,0.46982324,0.0005883527,2.58E-07,0.34851477,0.4641461,0.0008325704,5.90E-07,0.38961926,0.4486558,0.0007716,5.72E-07,0.43765217,0.46403483,2.51E-22,1.97E-21,0.34087786,9.89E-11,0.35848415,1.13E-05,4.44E-05,0.43570697,0,0.4486267,0,0,0.009929078,0,0.58125275,0.47003502,3,1
0.011359261,0.002198278,0.0617007,0.08428751,0.36803675,0.42839757,0.34019986,0.16219026,0.3288695,0.40579763,0.3422588,0.19229962,0.36290905,0.37597936,0.33115992,0.20447448,0.4245208,0.44983336,3.22E-17,4.10E-17,0.012767032,4.57E-17,0.0021616104,6.11E-10,8.47E-17,0.43570697,0,0.4486267,0,0,0.009929078,0,0.58125275,0.47003502,0,4
0.41427854,0.36422724,0.21314348,0.13157628,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.9826648,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,4,1
0.22593965,0.30510935,7.62E-05,3.88E-06,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.9826631,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,2,4
0.44204697,0.60591143,0.21358195,0.1314862,0.38159412,0.46982324,0.006261907,2.92E-05,0.34851477,0.4641461,0.014825776,0.00018698981,0.38961926,0.4486558,0.013101768,0.00016495552,0.43765217,0.46403483,3.26E-22,5.24E-22,0.316854,3.83E-17,0.4707656,1.95E-06,7.67E-06,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4,4
0.2549589,0.24250926,1.51E-05,1.44E-06,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.9826629,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,2,4
0.71193415,0.7898513,0.249893,0.12761408,0.38159412,0.46982324,2.12E-05,3.35E-10,0.34851477,0.4641461,0.005607674,2.68E-05,0.38961926,0.4486558,0.006474603,4.03E-05,0.43765217,0.46403483,2.97E-22,1.79E-22,0.5741753,2.27E-10,0.7009169,6.61E-06,2.60E-05,0.43570697,0,0.4486267,0,0,0.35886526,0,0.58125275,0.47003502,1,2
0.4284932,0.605007,0.21310407,0.13158491,0.38159412,0.46982324,0.0027321232,5.56E-06,0.34851477,0.4641461,0.014444394,0.00017749319,0.38961926,0.4486558,0.013276993,0.00016939733,0.43765217,0.46403483,4.38E-22,5.39E-22,0.30194464,1.24E-17,0.46901488,1.74E-06,6.85E-06,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4,4
0.35965088,0.3783777,0.2118552,0.13924465,0.38159412,0.46982324,0.028424684,0.0006019318,0.34851477,0.4641461,0.03444909,0.001009575,0.38961926,0.4486558,0.028380565,0.0007740146,0.43765217,0.46403483,9.57E-21,3.76E-21,0.24032658,1.18E-08,0.28500646,2.21E-05,8.70E-05,0.43570697,0,0.4486267,0,0,0.35886526,0,0.58125275,0.47003502,1,0
0.7182489,0.9895126,0.24386354,0.12167862,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.98266506,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,4,4
0.74681044,0.44257656,0.007094559,9.56E-05,0.38159412,0.46982324,0.00054503296,2.21E-07,0.34851477,0.4641461,0.00030086015,7.70E-08,0.38961926,0.4486558,0.0002311968,5.14E-08,0.43765217,0.46403483,9.83E-23,1.25E-22,0.63288504,3.87E-06,0.40273452,3.08E-05,0.00012112536,0.43570697,0,0.4486267,0,0,0.009929078,0,0.58125275,0.47003502,3,3
0.22011249,0.27112508,7.35E-05,3.75E-06,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.982663,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,2,1
0.45267642,0.3544921,0.20957743,0.13959055,0.38159412,0.46982324,1.48E-05,1.62E-10,0.34851477,0.4641461,0.015353782,0.00020054591,0.38961926,0.4486558,0.025757993,0.0006375748,0.43765217,0.46403483,5.08E-22,8.91E-22,0.3054327,7.81E-08,0.26407635,2.96E-05,0.00011624687,0.43570697,0,0.4486267,0,0,0.35886526,0,0.58125275,0.47003502,1,1
0.3822334,0.41595358,0.0057904166,0.00010733748,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.9826656,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,3,2
0.24887177,0.27979594,1.65E-05,1.67E-06,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.982663,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,2,3
0.37779367,0.24193917,0.18457787,0.13427547,0.38159412,0.46982324,0.008686907,5.62E-05,0.34851477,0.4641461,0.01682687,0.00024087391,0.38961926,0.4486558,0.018642973,0.00033399306,0.43765217,0.46403483,1.39E-21,1.96E-21,0.23631285,5.25E-06,0.16248487,7.13E-05,0.00028042114,0.43570697,5.80E-16,0.4486267,0.5629652,1.11E-07,0.3503546,1.19E-14,0.58125275,0.47003502,5,1
0.2290874,0.27920482,7.42E-05,3.86E-06,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.98266304,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,2,4
0.0039162487,0.0026645781,0.080085516,0.2148703,0.4890926,0.56188655,0.8363873,0.6386279,0.5347669,0.6014159,0.79809976,0.65756476,0.6000511,0.61180705,0.55206335,0.39711562,0.634576,0.5672986,1.88E-19,4.51E-19,0.0044265534,4.49E-09,0.0023890764,0.0015961647,0.006260612,0.35288322,0.7710331,0.4157617,0.00089794985,0.12256772,0.5039845,0.8087123,0.56621134,0.4454278,0,4
0.00048329524,0.00049006427,0.012868831,0.00067440496,0.38159412,0.46982324,1.97E-09,0.0074465466,0.34851477,0.4641461,9.74E-09,0.00864839,0.38961926,0.4486558,0.0281683,0.008442333,0.43778458,0.47172046,3.83E-17,8.53E-17,0.00024912646,2.40E-15,0.00017700299,1.58E-08,5.61E-15,0.43570697,0,0.4486267,7.46E-05,1.98E-09,0.009929078,3.80E-18,0.58125275,0.47003502,0,1
0.00100483,0.0015366412,0.008342182,0.0008734476,0.38159412,0.46982324,0.003205577,3.75E-05,0.3485147,0.46347484,0.033212774,0.0010590025,0.38965037,0.4646209,0.032627337,0.0012375759,0.43787003,0.5019616,1.80E-19,3.04E-18,0.0009921578,6.22E-18,0.0016217247,8.25E-10,6.12E-18,0.43570575,0.0030592324,0.4176262,0.0014549025,0.05607699,0.04515375,0.0033459573,0.58142054,0.48451453,0,4
0.4603206,0.21634191,0.20950007,0.13960172,0.38159412,0.46982324,0.047760077,0.0016993625,0.34851477,0.4641461,0.033285093,0.00094250264,0.38961926,0.4486558,0.02756721,0.00073028554,0.43765217,0.46403483,3.11E-21,1.38E-21,0.32050422,1.42E-05,0.1611272,8.19E-05,0.00032214948,0.43570697,0,0.4486267,0,0,0.35886526,0,0.58125275,0.47003502,1,1
0.22990415,0.31846732,7.27E-05,3.64E-06,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.9826633,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,2,3
0.44685444,0.57425827,0.21513902,0.13115256,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.98266494,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,4,1
0.7134211,0.27119076,0.0070376615,9.65E-05,0.38159412,0.46982324,0.00014686384,1.61E-08,0.34851477,0.4641461,0.000274441,6.41E-08,0.38961926,0.4486558,0.00025459935,6.23E-08,0.43765217,0.46403483,2.76E-22,1.53E-15,0.5911888,4.84E-05,0.24475698,6.48E-05,0.00025483023,0.43570697,0,0.4486267,0,0,0.009929078,0,0.58125275,0.47003502,3,2
0.001510094,0.0016210729,0.008383379,0.0008599573,0.38159412,0.46981642,0.011678808,0.000101614874,0.34851462,0.45803243,0.011393548,0.00015907915,0.38962168,0.45607388,0.010411427,0.00015738368,0.43767354,0.49234703,4.00E-17,4.04E-17,0.00027163266,5.71E-17,0.00037410753,4.93E-09,5.24E-17,0.42927653,0.00017165879,0.4560443,0.0012970302,0.010372214,0.028432023,0.00015735309,0.5812702,0.49802995,0,3
0.7327665,0.6487297,0.008075939,7.91E-05,0.38159412,0.46982324,0,0,0.34851477,0.4641461,9.94E-10,8.40E-19,0.38961926,0.4486558,1.99E-09,3.80E-18,0.43765217,0.46403483,0,3.87E-31,1.45E-05,0.00027716902,4.97E-05,0.116013534,0.40250355,0.43570697,9.07E-19,0.4486267,0.00017222042,1.98E-09,3.47E-17,3.80E-18,0.58125275,0.47003502,3,0
0.37610096,0.44696352,0.20323424,0.14033625,0.38159412,0.46982324,0.004780872,1.70E-05,0.34851477,0.4641461,0.028384235,0.00068538944,0.38961926,0.4486558,0.028072737,0.00075731514,0.43765217,0.46403483,4.15E-21,1.90E-21,0.22891842,5.36E-11,0.32295388,1.13E-05,4.46E-05,0.43570697,0,0.4486267,0,0,0.35886526,0,0.58125275,0.47003502,1,1
0.44980028,0.6020921,0.21379161,0.13144155,0.38159412,0.46982324,5.37E-06,2.15E-11,0.34851477,0.4641461,0.00759805,4.91E-05,0.38961926,0.4486558,0.01226233,0.00014449509,0.43765217,0.46403483,7.09E-22,7.84E-22,0.32296568,1.88E-16,0.4682374,2.30E-06,9.06E-06,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4,0
0.3951772,0.267583,0.21818323,0.13808219,0.38159412,0.46982324,0.00018673656,2.60E-08,0.34851477,0.4641461,0.02525743,0.0005427019,0.38961926,0.4486558,0.029098406,0.0008136647,0.43765217,0.46403483,1.74E-22,4.21E-22,0.32197124,2.26E-06,0.2075904,5.29E-05,0.00020814281,0.43570697,0,0.4486267,0,0,0.35886526,0,0.58125275,0.47003502,1,3
0.001013029,0.0015308986,0.008116754,0.00082139386,0.38159412,0.46982324,0.006590236,3.24E-05,0.34851477,0.46479124,0.038609155,0.001312288,0.3896782,0.48003414,0.03205747,0.0011881981,0.43792507,0.51368135,1.10E-22,2.60E-19,0.00077112584,6.85E-18,0.0015601119,8.75E-10,6.83E-18,0.43570697,2.47E-05,0.44745338,0.0013471182,0.002420363,0.04009304,0.00044411563,0.5812526,0.469525,0,1
0.44221625,0.561464,0.21331,0.13154233,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.98266494,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,4,0
0.7368556,0.5926465,0.008086301,7.91E-05,0.38159412,0.46982324,2.44E-06,4.43E-12,0.34851477,0.4641461,0.00021720688,4.01E-08,0.38961926,0.4486558,0.00028168043,7.62E-08,0.43765217,0.46403483,5.49E-23,5.63E-23,0.7006151,1.94E-07,0.6103933,1.52E-05,5.98E-05,0.43570697,0,0.4486267,0,0,0.009929078,0,0.58125275,0.47003502,3,2
0.41987634,0.5695612,0.2140274,0.13139161,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.98266494,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,4,4
0.7345069,0.7735102,0.24379063,0.12171078,0.38159412,0.46982324,3.84E-05,1.10E-09,0.34851477,0.4641461,0.0057899808,2.85E-05,0.38961926,0.4486558,0.0066009127,4.19E-05,0.43765217,0.46403483,4.26E-22,2.07E-22,0.5982504,6.72E-10,0.68592465,7.56E-06,2.97E-05,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4,4
0.7175412,0.7146294,0.24352595,0.12182716,0.38159412,0.46982324,4.62E-07,1.59E-13,0.34851477,0.4641461,0.0037415447,1.19E-05,0.38961926,0.4486558,0.0061936053,3.69E-05,0.43765217,0.46403483,2.34E-22,2.33E-22,0.58468336,5.10E-09,0.6330157,1.00E-05,3.94E-05,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4,4
0.43855137,0.21467656,0.0056675333,0.00010774935,0.38159412,0.46982324,2.20E-07,3.60E-14,0.34851477,0.4641461,0.00049732183,2.10E-07,0.38961926,0.4486558,0.000778697,5.83E-07,0.43765217,0.46403483,5.11E-22,7.40E-22,0.3230571,1.08E-05,0.15528165,8.28E-05,0.0003255556,0.43570697,0,0.4486267,0,0,0.009929078,0,0.58125275,0.47003502,3,2
0.22733779,0.1188975,7.95E-05,4.17E-06,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.98266286,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,2,2
0.22281724,0.3157786,7.36E-05,3.74E-06,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.9826632,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,2,3
0.0009956533,0.0019037805,0.013449452,0.0062324414,0.38159412,0.46982324,9.80E-07,3.32E-06,0.34851477,0.46414542,0.014818478,0.0005706762,0.38961053,0.43905854,0.08589815,0.13827464,0.44759697,0.510742,3.92E-17,3.93E-17,0.0010023201,2.49E-17,0.001992376,6.06E-10,1.50E-17,0.43584555,0.0004816431,0.4748575,0.0015114229,0.04979344,0.079400435,0.14842224,0.59852165,0.63235927,0,1
0.36598763,0.41701186,0.0057830284,0.0001073668,0.38159412,0.46982324,0.00047927894,1.71E-07,0.34851477,0.4641461,0.0012281506,1.28E-06,0.38961926,0.4486558,0.0008046343,6.22E-07,0.43765217,0.46403483,1.57E-21,2.89E-21,0.23721056,3.25E-09,0.30782962,1.80E-05,7.08E-05,0.43570697,0,0.4486267,0,0,0.009929078,0,0.58125275,0.47003502,3,0
0.7152265,0.9587347,0.24488044,0.121225186,0.38159412,0.46982324,0.00073555135,4.03E-07,0.34851477,0.4641461,0.007915085,5.33E-05,0.38961926,0.4486558,0.006929956,4.61E-05,0.43765217,0.46403483,1.09E-22,1.94E-22,0.58865225,1.24E-15,0.85398626,1.62E-06,6.37E-06,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4,0
0.43288267,0.3751721,0.005689943,0.00010773017,0.38159412,0.46982324,3.62E-06,9.75E-12,0.34851477,0.4641461,0.0004940214,2.08E-07,0.38961926,0.4486558,0.0006892263,4.56E-07,0.43765217,0.46403483,4.04E-21,4.69E-21,0.31464314,4.40E-08,0.27237007,2.71E-05,0.00010672586,0.43570697,0,0.4486267,0,0,0.009929078,0,0.58125275,0.47003502,3,2
0.79979897,0.88247496,0.008133155,7.71E-05,0.38159412,0.46982324,3.79E-06,1.07E-11,0.34851477,0.4641461,0.00019111326,3.11E-08,0.38961926,0.4486558,0.000250022,6.01E-08,0.43765217,0.46403483,1.45E-22,1.52E-22,0.77903605,3.79E-11,0.9189266,4.35E-06,1.71E-05,0.43570697,0,0.4486267,0,0,0.009929078,0,0.58125275,0.47003502,3,1
0.7016728,0.32020938,0.24349028,0.121843725,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.98266476,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,4,1
0.32743582,0.11901736,0.18291016,0.13425535,0.38159412,0.46982324,0.0038809509,1.12E-05,0.34851477,0.4641461,0.020613454,0.0003614803,0.38961926,0.4486558,0.022232495,0.00047498898,0.43765217,0.46403483,3.88E-21,1.92E-13,0.20152235,0.00020841442,0.079230376,0.00020791405,0.0008177406,0.43570697,2.09E-15,0.4486267,0.2744352,5.71E-08,0.3503546,3.16E-15,0.58125275,0.47003502,5,0
0.3076786,0.0960171,0.0054273927,0.00010798429,0.38159412,0.46982324,4.90E-07,1.79E-13,0.34851477,0.4641461,0.00024288305,5.02E-08,0.38961926,0.4486558,0.00034277944,1.13E-07,0.43765217,0.46403483,4.62E-21,3.48E-11,0.19443445,0.00035343392,0.06650803,0.00026017416,0.001023227,0.43570697,0,0.4486267,0,0,0.009929078,0,0.58125275,0.47003502,3,0
0.71391606,0.9568778,0.24484016,0.12124336,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.982665,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,4,1
0.7283778,0.9397132,0.24482352,0.12125053,0.38159412,0.46982324,0.0018304923,2.50E-06,0.34851477,0.4641461,0.008571521,6.25E-05,0.38961926,0.4486558,0.0069508534,4.64E-05,0.43765217,0.46403483,1.18E-22,1.63E-22,0.596257,2.13E-14,0.8368481,2.20E-06,8.65E-06,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4,1
0.4839809,0.5903597,0.21505578,0.13117136,0.38159412,0.46982324,0.00042720628,1.36E-07,0.34851477,0.4641461,0.010056521,8.60E-05,0.38961926,0.4486558,0.012596699,0.00015248271,0.43765217,0.46403483,4.74E-22,8.89E-22,0.3538199,2.31E-14,0.46183792,3.81E-06,1.50E-05,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4,3
0.38017642,0.19937867,0.005503951,0.00010810937,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.98266554,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,3,4
0.41164932,0.38489717,0.00582743,0.000107210595,0.38159412,0.46982324,1.78E-07,2.35E-14,0.34851477,0.4641461,0.00035836638,1.09E-07,0.38961926,0.4486558,0.0006515498,4.08E-07,0.43765217,0.46403483,2.52E-21,2.02E-21,0.31800753,2.31E-08,0.286159,2.42E-05,9.54E-05,0.43570697,0,0.4486267,0,0,0.009929078,0,0.58125275,0.47003502,3,1
0.4326322,0.5203582,0.21288557,0.1316293,0.38159412,0.46982324,0.00034336487,8.78E-08,0.34851477,0.4641461,0.010774807,9.88E-05,0.38961926,0.4486558,0.013828089,0.00018375173,0.43765217,0.46403483,1.59E-21,1.20E-21,0.30735245,7.56E-11,0.40298948,9.68E-06,3.81E-05,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4,2
0.0011034999,0.0016121424,0.00783466,0.0009065264,0.38159412,0.46982324,0.000300636,0.00014693665,0.34851477,0.46387902,0.025757426,0.0008465505,0.38976374,0.5329906,0.03326733,0.0013307913,0.43790558,0.50441116,1.01E-17,1.01E-17,0.0011618433,7.73E-18,0.0016995366,7.70E-10,7.12E-18,0.43570697,0.000104259074,0.4486267,0.0014544895,1.77E-05,0.039197523,0.0005055437,0.58125275,0.46993762,0,3
0.4198772,0.5324922,0.21326795,0.13155182,0.38159412,0.46982324,1.36E-05,1.39E-10,0.34851477,0.4641461,0.008259792,5.80E-05,0.38961926,0.4486558,0.013372867,0.00017185263,0.43765217,0.46403483,3.68E-22,7.96E-22,0.3020629,1.22E-11,0.41311902,7.85E-06,3.09E-05,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4,0
0.71824956,0.9548734,0.2443818,0.12144861,0.38159412,0.46982324,0.025637679,0.00048968114,0.34851477,0.4641461,0.01130563,0.00010873581,0.38961926,0.4486558,0.0071974946,4.98E-05,0.43765217,0.46403483,6.86E-22,2.87E-22,0.57919645,2.53E-15,0.84882087,1.75E-06,6.87E-06,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4,3
0.43561634,0.37556475,0.005695131,0.00010771349,0.38159412,0.46982324,3.48E-06,9.04E-12,0.34851477,0.4641461,0.000491296,2.05E-07,0.38961926,0.4486558,0.00068854325,4.56E-07,0.43765217,0.46403483,3.53E-21,4.35E-21,0.31809476,4.35E-08,0.27290687,2.71E-05,0.00010651419,0.43570697,0,0.4486267,0,0,0.009929078,0,0.58125275,0.47003502,3,0
0.7212331,0.974383,0.24390882,0.12165866,0.38159412,0.46982324,0.0010793381,8.68E-07,0.34851477,0.4641461,0.0082246885,5.75E-05,0.38961926,0.4486558,0.006976732,4.68E-05,0.43765217,0.46403483,7.28E-22,3.07E-22,0.5793628,8.67E-17,0.864482,1.22E-06,4.82E-06,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4,3
0.22928934,0.26898977,7.36E-05,3.74E-06,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.982663,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,2,1
0.44352233,0.273084,0.21501464,0.131179,0.38159412,0.46982324,2.41E-05,4.32E-10,0.34851477,0.4641461,0.010968665,0.00010235064,0.38961926,0.4486558,0.014104617,0.00019117437,0.43765217,0.46403483,9.22E-21,4.11E-21,0.31859156,7.95E-06,0.21360281,5.82E-05,0.00022911282,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4,1
